date,close_btc,close_xrp,close_eth,close_ltc,close_eos,close_dash
12/28/2017,14398.7,1.26,716.69,249.86,8.1,1103.06
12/29/2017,14392.57,1.93,739.6,243.13,8.12,1089.31
12/30/2017,12531.52,1.86,692.99,212.07,7.08,943.14
12/31/2017,13850.4,1.98,741.13,226.52,7.69,1013.89
1/1/2018,13444.88,2.05,756.2,224.34,7.64,1019.42
1/2/2018,14754.13,2.19,861.97,251.81,8.3,1162.47
1/3/2018,15156.62,2.73,941.1,244.63,9.43,1129.89
1/4/2018,15180.08,2.73,944.83,238.3,9.47,1120.12
1/5/2018,16954.78,2.51,967.13,244.51,9.29,1080.88
1/6/2018,17172.3,2.65,1006.41,278.92,9.83,1160.35
1/7/2018,16228.16,2.78,1117.75,271.57,10.16,1161.98
1/8/2018,14976.17,2.41,1136.11,254.25,9.6,1080.36
1/9/2018,14468.5,2.06,1289.24,246.04,9.23,1107.16
1/10/2018,14919.49,1.95,1248.99,249.1,11.2,1098.33
1/11/2018,13308.06,1.93,1139.32,226.53,11.27,1000.42
1/12/2018,13841.19,2.02,1261.03,235.35,13.8,1049.49
1/13/2018,14243.12,2,1385.02,257.94,16,1098.15
1/14/2018,13638.63,1.83,1359.48,236.86,13.23,999.61
1/15/2018,13631.98,1.66,1278.69,231.89,12.78,934.66
1/16/2018,11282.49,1.15,1050.26,183.86,10,743.43
1/17/2018,11162.7,1.31,1024.69,188.21,10.15,794.79
1/18/2018,11175.52,1.57,1012.97,191.03,10.18,821.16
1/19/2018,11521.76,1.54,1037.36,192.27,11.07,843.87
1/20/2018,12783.94,1.57,1150.5,210.68,15.53,925.1
1/21/2018,11549.93,1.37,1049.09,190.73,13.47,818.96
1/22/2018,10814.52,1.34,999.64,179.42,13.38,762.38
1/23/2018,10858.23,1.34,984.47,177.92,12.88,759.58
1/24/2018,11429.02,1.36,1061.78,180.59,13.9,787.92
1/25/2018,11175.87,1.3,1046.37,178.97,14.25,794.15
1/26/2018,11104.2,1.21,1048.58,175.65,14.24,782.76
1/27/2018,11459.71,1.22,1109.08,180.71,14.38,779.15
1/28/2018,11767.74,1.36,1231.58,193.23,14.75,821.25
1/29/2018,11233.95,1.27,1169.96,180.45,13.54,770.75
1/30/2018,10107.26,1.11,1063.75,165.38,11.35,682.2
1/31/2018,10226.86,1.14,1111.31,162.93,11.98,701.95
2/1/2018,9114.72,0.9503,1026.19,141.37,10.03,619.61
2/2/2018,8870.82,0.8989,917.47,131.17,10.23,594.49
2/3/2018,9251.27,0.9595,970.87,161,10.64,636.41
2/4/2018,8218.05,0.8166,827.59,147.55,8.89,546.5
2/5/2018,6937.08,0.6805,695.08,125.04,7.06,451.27
2/6/2018,7701.25,0.7619,785.01,141.85,8.29,523.06
2/7/2018,7592.72,0.7157,751.81,137.84,7.67,520.83
2/8/2018,8260.69,0.781,813.55,149.48,8.31,604.92
2/9/2018,8696.83,0.9201,877.88,163.9,9.48,635.73
2/10/2018,8569.29,1.03,850.75,154.91,8.9,631.42
2/11/2018,8084.61,0.9607,811.24,149.06,8.33,577.95
2/12/2018,8911.27,1.04,865.27,161.4,9.13,616.93
2/13/2018,8544.69,0.9866,840.98,159.05,8.94,592.84
2/14/2018,9485.64,1.13,920.11,212.01,9.85,677.41
2/15/2018,10033.75,1.11,927.95,221.08,9.84,696.01
2/16/2018,10188.73,1.11,938.02,228.39,9.84,694.16
2/17/2018,11097.21,1.18,974.77,229.41,10.02,739.43
2/18/2018,10417.23,1.07,913.9,214.22,9.06,686.1
2/19/2018,11182.28,1.11,939.79,221.97,9.49,727.72
2/20/2018,11256.43,1.03,885.52,229.38,8.88,686.25
2/21/2018,10481.66,0.9512,840.1,210.26,8.34,661.47
2/22/2018,9847.96,0.8904,804.63,192.91,7.78,629.41
2/23/2018,10175.51,0.9402,854.7,206.6,8.26,632.1
2/24/2018,9705.73,0.9009,833.49,206.35,7.9,591.64
2/25/2018,9610.11,0.9012,840.28,218.31,7.69,593.21
2/26/2018,10326.5,0.9296,867.62,218.62,7.99,623.38
2/27/2018,10594.76,0.9276,871.58,215.15,8.39,612.05
2/28/2018,10334.44,0.8853,851.5,202.14,8.19,585.69
3/1/2018,10929.37,0.9155,869.87,209.32,8.55,621.06
3/2/2018,11043.12,0.8983,855.6,212.59,8.02,605.83
3/3/2018,11465.36,0.8984,855.65,210.29,7.92,613.87
3/4/2018,11504.42,1,864.83,213.36,8.15,621.98
3/5/2018,11440.73,0.9427,849.42,210.8,7.95,615.21
3/6/2018,10735.45,0.9013,815.69,196.58,7.13,583.01
3/7/2018,9928.56,0.8535,751.13,186.04,6.43,514.9
3/8/2018,9316.72,0.8053,698.83,175.82,6.1,496.69
3/9/2018,9252.76,0.8236,726.92,186.38,6.02,502.01
3/10/2018,8797.27,0.775,682.3,177.3,5.64,487.49
3/11/2018,9544.84,0.8173,720.36,188.39,6.04,530.25
3/12/2018,9142.15,0.7822,697.02,177.85,5.72,502.39
3/13/2018,9160.12,0.7777,689.96,175.47,5.79,490.76
3/14/2018,8217.7,0.6876,613.15,160.77,5.28,432.82
3/15/2018,8268.41,0.6841,610.56,164.28,5.12,419.05
3/16/2018,8283.23,0.6779,600.53,164.95,5.04,430.82
3/17/2018,7883.45,0.6278,549.79,152.65,4.63,392.9
3/18/2018,8215.4,0.65,537.38,153.94,4.62,397.33
3/19/2018,8623.14,0.7203,555.55,161.51,6.18,413.41
3/20/2018,8920.71,0.6996,557.57,169.09,5.93,429.95
3/21/2018,8911.35,0.6786,559.91,168.71,6.9,434.61
3/22/2018,8724.98,0.6523,539.89,163.93,6.89,412.43
3/23/2018,8934.8,0.6404,543.83,168.85,6.94,432.54
3/24/2018,8548.06,0.629,520.16,159.05,6.51,423.05
3/25/2018,8472.84,0.6341,523.01,160.31,6.43,414.64
3/26/2018,8152.2,0.5874,486.25,148.28,5.78,391.36
3/27/2018,7808.48,0.5703,448.78,134.88,5.8,356.63
3/28/2018,7959.78,0.5733,445.93,131.66,6.2,353.02
3/29/2018,7106.62,0.5031,383.9,114.66,5.88,330.94
3/30/2018,6853.76,0.499,393.82,118.49,6.01,312.93
3/31/2018,6943.77,0.5003,394.07,116.32,5.93,310.25
4/1/2018,6835.84,0.4787,378.85,115.11,5.6,295.51
4/2/2018,7074.6,0.4937,384.68,119.26,5.82,316.25
4/3/2018,7434.3,0.5473,415.93,134.23,6.02,342.12
4/4/2018,6815.5,0.4903,378.65,118.36,5.67,303.13
4/5/2018,6790.45,0.4886,381.36,118.76,6.33,304.26
4/6/2018,6634.86,0.4731,370.35,113.18,5.84,289.86
4/7/2018,6917.2,0.4847,384.98,116.2,5.9,299.67
4/8/2018,7049.92,0.4973,400.72,117.87,5.98,312.4
4/9/2018,6789.53,0.4862,399.02,115.02,5.86,299.83
4/10/2018,6871.07,0.4909,415.65,114.41,6,302.55
4/11/2018,6977.13,0.5399,430.42,118.4,8.52,312.69
4/12/2018,7927.73,0.6416,493.95,129.71,8.83,359.74
4/13/2018,7899.11,0.6424,494.96,125.57,8.82,354.55
4/14/2018,8022.51,0.6401,502.79,126.53,8.71,360.47
4/15/2018,8376.73,0.6935,534.15,132.7,8.53,384.75
4/16/2018,8079.77,0.6638,511.67,128.84,8.12,366.4
4/17/2018,7921.63,0.6548,503.03,132.34,8.5,368.14
4/18/2018,8189.96,0.7132,525.78,140.48,9.04,423.32
4/19/2018,8301.82,0.7828,567.25,146.58,9.48,435.06
4/20/2018,8877.08,0.9229,617.16,155.73,11.45,462.76
4/21/2018,8935.72,0.8655,605.17,148.5,11.14,445.29
4/22/2018,8823.36,0.862,621.33,146.67,11.3,470.29
4/23/2018,8968.25,0.8736,644.13,152.64,11.62,506.47
4/24/2018,9655.77,0.9213,703.35,164.69,15.11,525.86
4/25/2018,8873.62,0.795,617.73,144.99,14.46,462.98
4/26/2018,9282.12,0.8463,661.45,153.22,15.44,504.34
4/27/2018,8938.47,0.8057,643.33,145.87,16.61,471.39
4/28/2018,9351.47,0.8616,683.02,151.96,18.78,496.35
4/29/2018,9407.04,0.8682,689.31,153.43,21.41,499.2
4/30/2018,9248.45,0.8313,670.04,148.27,17.46,472.87
5/1/2018,9077.28,0.834,670.81,147.99,18.74,478.77
5/2/2018,9232.19,0.8587,686.74,151.21,19.23,487.08
5/3/2018,9745.04,0.8802,777.62,161.22,17.67,504.51
5/4/2018,9699.61,0.8889,784.21,168.73,17.05,487.3
5/5/2018,9845.9,0.9004,816.58,178.16,17.77,508.83
5/6/2018,9644.92,0.8629,790.39,171.66,17.39,485.68
5/7/2018,9377.81,0.8266,752.4,164.23,17.8,457.66
5/8/2018,9196.13,0.8065,747.79,159.04,17.96,442.59
5/9/2018,9321.16,0.7957,751.27,156.78,17.79,443.22
5/10/2018,9032.22,0.7485,723.61,148.24,17.32,418.42
5/11/2018,8421,0.678,677.8,136.47,14.82,391.92
5/12/2018,8486.67,0.6836,683.64,141.82,13.95,404.09
5/13/2018,8709.46,0.7285,729.34,144.41,14.59,416.48
5/14/2018,8672.9,0.7272,727.41,147.39,13.8,432.87
5/15/2018,8480.16,0.6905,705.64,139.56,12.8,426.74
5/16/2018,8344.78,0.708,706.72,139.32,12.67,412.6
5/17/2018,8071.04,0.6592,668.38,132.63,12.23,387.94
5/18/2018,8247.91,0.6762,693.57,136.19,12.91,394.26
5/19/2018,8249.24,0.6747,696.05,135.14,13.12,384.73
5/20/2018,8533,0.6985,715.15,139.58,13.95,401.17
5/21/2018,8419.65,0.6756,696.73,134.28,13.43,384.27
5/22/2018,7992.75,0.6384,640.84,128.13,12.11,358.15
5/23/2018,7505.77,0.591,577.01,118.7,10.67,339.94
5/24/2018,7584.74,0.6293,602.59,122.88,12.75,345.36
5/25/2018,7475.36,0.6057,584.77,119.07,12.18,339.63
5/26/2018,7355.06,0.609,585.76,118.44,12.21,322.61
5/27/2018,7362.23,0.6044,569.64,117.96,12.44,316.56
5/28/2018,7118.88,0.5478,512.03,111.17,11.51,286.96
5/29/2018,7474.75,0.5997,566.59,119.5,12.14,316.54
5/30/2018,7393.02,0.6005,557.12,117.23,11.88,304.69
5/31/2018,7502.15,0.6111,577.23,118.38,12.23,305.01
6/1/2018,7530.55,0.6209,579.01,120.2,12.23,315.79
6/2/2018,7643.26,0.6428,590.53,123.62,14.62,321.79
6/3/2018,7719.75,0.6883,619.04,125.18,14.52,329.82
6/4/2018,7503.2,0.6555,591.31,119.96,13.43,317.75
6/5/2018,7629.4,0.6743,608.23,122.08,14.15,318.68
6/6/2018,7661.79,0.6737,606.3,121.49,13.91,315.09
6/7/2018,7700.11,0.6774,604.44,121.63,14.6,315.72
6/8/2018,7627.52,0.6734,599.55,119.99,14.01,310.71
6/9/2018,7513.69,0.6573,593.38,117.46,14.11,297.75
6/10/2018,6773.72,0.5817,524.74,106.75,11.01,270.25
6/11/2018,6887.37,0.5988,531.15,107.22,11.3,270.62
6/12/2018,6556.94,0.5575,494.53,100.04,9.98,259.99
6/13/2018,6310.43,0.5301,476.3,93.74,10,245.79
6/14/2018,6643.26,0.5576,519.83,101.02,11.25,267.56
6/15/2018,6396.71,0.5338,487.51,95.55,10.54,255.3
6/16/2018,6503.1,0.5326,497.22,96.7,10.54,267.66
6/17/2018,6457.78,0.5269,496.74,94.98,10.34,265.65
6/18/2018,6714.82,0.5391,517.63,98.73,10.73,264.96
6/19/2018,6741.28,0.5492,538.45,98.66,10.7,260.94
6/20/2018,6761.27,0.5396,536.16,97.85,10.43,265.87
6/21/2018,6720.64,0.5341,525.77,96.7,10.41,261.03
6/22/2018,6051.47,0.4826,462.16,84.96,8.53,236.56
6/23/2018,6166.54,0.4906,474.18,82.97,8.37,245.47
6/24/2018,6157.78,0.4747,455.25,80.62,8.05,238.55
6/25/2018,6260.35,0.4805,458.82,81.61,8.18,241.26
6/26/2018,6088.39,0.4525,429.58,75.83,7.36,230.79
6/27/2018,6141.57,0.4712,441.75,80.73,7.99,229.16
6/28/2018,5871.28,0.4467,420.72,74.19,7.38,221.34
6/29/2018,6203.8,0.4538,435.25,79.04,7.75,235.35
6/30/2018,6385.38,0.4685,453.42,81.12,8.12,239.4
7/1/2018,6339.04,0.4612,451.95,79.89,8.13,236.01
7/2/2018,6615.66,0.4899,476.58,85.49,8.98,249.42
7/3/2018,6509.58,0.4846,461.95,84.99,8.81,241.74
7/4/2018,6590.06,0.492,467.19,85.4,8.91,245.29
7/5/2018,6534.81,0.4773,467.55,83.3,8.85,242.18
7/6/2018,6602.02,0.4764,469.93,83.08,8.63,242.48
7/7/2018,6758.08,0.4851,485.81,84.88,8.86,246.54
7/8/2018,6707.38,0.4782,486.19,82.22,8.71,243.2
7/9/2018,6668.84,0.4731,471.48,80.47,7.69,231.21
7/10/2018,6306.85,0.4426,432.69,75.94,7.14,221.32
7/11/2018,6394.36,0.449,445.59,78.3,7.16,218.93
7/12/2018,6253.6,0.4379,430.91,76.99,6.92,212.8
7/13/2018,6229.83,0.438,432.46,76.62,6.9,217.9
7/14/2018,6268.75,0.4388,433.74,76.27,6.94,223.37
7/15/2018,6364.26,0.4474,449.62,78.63,7.4,232.17
7/16/2018,6740.55,0.4824,478.75,83.67,8.1,247.19
7/17/2018,7326.7,0.5066,499.06,89.05,8.78,260.42
7/18/2018,7383.39,0.4887,479.02,86.32,8.6,265.88
7/19/2018,7477.5,0.4768,468.65,86.2,8.42,261.06
7/20/2018,7333.93,0.4448,448.84,81.82,7.85,243.09
7/21/2018,7405.4,0.4544,461.04,83.61,8,255.26
7/22/2018,7398.64,0.4488,457.65,82.3,7.85,251.08
7/23/2018,7718,0.445,449.63,81.25,7.93,237.47
7/24/2018,8395.82,0.4573,479.47,89.16,8.59,252.02
7/25/2018,8170.23,0.459,471.28,86.34,8.53,245.18
7/26/2018,7937.25,0.4492,462.03,83.54,8.31,242.23
7/27/2018,8182.89,0.4548,469.69,84.45,8.43,244.08
7/28/2018,8230.87,0.4576,468.55,84.02,8.37,240.63
7/29/2018,8216.78,0.4529,466.2,83.95,8.34,239.16
7/30/2018,8176.06,0.4458,456.56,82.19,7.74,235.53
7/31/2018,7735.3,0.4351,431.99,78.84,7.33,217.38
8/1/2018,7610.9,0.4464,419.87,77.64,7.23,218.77
8/2/2018,7542.34,0.4306,410.83,76.2,7.02,210.35
8/3/2018,7417.6,0.4402,417.62,77.59,7.18,210.75
8/4/2018,7017.89,0.4296,406.91,73.02,6.98,202.59
8/5/2018,7042.39,0.4347,408.81,74.65,7.03,206.45
8/6/2018,6945.78,0.4128,404.95,73.58,7.06,199.2
8/7/2018,6723.21,0.3781,377.94,67.33,6.57,186.88
8/8/2018,6285.02,0.3321,355.57,62.22,5.59,173.32
8/9/2018,6543.24,0.344,363.51,63.01,5.76,183.84
8/10/2018,6153.41,0.3187,331.57,59.14,5.24,168.56
8/11/2018,6242.54,0.298,318.01,57.91,4.96,164.96
8/12/2018,6322.92,0.2958,318.2,59.37,4.96,168.49
8/13/2018,6263.2,0.2745,284.03,56.47,4.58,144.17
8/14/2018,6199.6,0.273,278.31,54.37,4.57,138.22
8/15/2018,6274.22,0.2803,281.24,54.41,4.63,153.58
8/16/2018,6323.81,0.2916,286.8,55.39,4.51,150.32
8/17/2018,6591.16,0.3672,317.57,61.79,5.58,167.09
8/18/2018,6405.71,0.3284,294.85,57.24,5.08,151.99
8/19/2018,6502.18,0.3414,299.62,57.82,5.29,154.95
8/20/2018,6269.9,0.3149,270.81,53.4,4.7,141.39
8/21/2018,6491.11,0.334,281.13,56.4,4.9,141.54
8/22/2018,6366.13,0.3178,270.37,55.18,4.71,136.67
8/23/2018,6538.95,0.3257,275.83,57.28,4.9,140.32
8/24/2018,6708.96,0.3269,281.37,57.92,5.05,145.09
8/25/2018,6749.56,0.3273,277.56,57.94,5.04,144.56
8/26/2018,6720.6,0.323,274.3,57.08,4.95,141.72
8/27/2018,6915.73,0.3387,288.02,60.69,5.38,183.62
8/28/2018,7091.38,0.3508,295.55,63.16,5.91,193.89
8/29/2018,7052,0.3447,288.67,61.54,6.13,186.88
8/30/2018,6998.76,0.3348,284.15,60.23,6.07,184.67
8/31/2018,7026.96,0.3348,281.66,62.13,6.4,194.25
9/1/2018,7203.46,0.3468,295.36,66.47,6.66,222.37
9/2/2018,7301.26,0.3417,295.02,66.22,6.64,212.86
9/3/2018,7270.05,0.3345,288.97,65.38,6.47,217.38
9/4/2018,7369.86,0.3304,285.23,67.68,6.48,217.22
9/5/2018,6705.03,0.2789,228.27,57.73,5.16,173.08
9/6/2018,6515.42,0.3014,229.52,57.49,5.23,181.09
9/7/2018,6411.78,0.2868,215.14,55.55,5.06,186.62
9/8/2018,6200.16,0.2769,196.77,53.14,4.74,186.48
9/9/2018,6249.07,0.2759,195.99,54.72,4.94,193.2
9/10/2018,6324.43,0.2697,197.14,54.34,5.03,201.93
9/11/2018,6295.54,0.263,185.15,52,4.99,187.6
9/12/2018,6337.11,0.2699,183.03,51.63,4.94,185.57
9/13/2018,6492,0.2793,211.27,54.55,5.39,192.13
9/14/2018,6486.01,0.2762,208.87,56.28,5.23,190.85
9/15/2018,6522.08,0.2807,221.63,56.36,5.34,191.26
9/16/2018,6502.44,0.281,220.12,56.79,5.41,191.74
9/17/2018,6261.48,0.2705,196.04,52.09,4.84,183.26
9/18/2018,6346.44,0.319,208.39,54,5.06,190.81
9/19/2018,6398.8,0.3265,209.78,54.31,5.25,191.22
9/20/2018,6505.9,0.4485,224.76,56.59,5.77,199.77
9/21/2018,6762.06,0.5644,247.69,60.87,6.19,209.7
9/22/2018,6716.6,0.5732,240.78,60.6,5.94,204.79
9/23/2018,6702.7,0.5713,244.55,61.36,6.03,204.96
9/24/2018,6583.53,0.4921,227.92,57.95,5.67,197.82
9/25/2018,6437.74,0.5251,219.2,57.54,5.42,189.69
9/26/2018,6462.6,0.5129,214.21,57.23,5.55,183.91
9/27/2018,6686.13,0.5434,229.09,63.22,5.82,195.06
9/28/2018,6635.38,0.5396,221.56,61.84,5.76,187.65
9/29/2018,6603.75,0.5688,231.32,61.54,5.75,188.61
9/30/2018,6623.71,0.5817,232.6,61.1,5.72,187.72
10/1/2018,6594.98,0.5769,230.89,60.28,5.74,187.46
10/2/2018,6525.47,0.5165,225.41,59.34,5.62,182.12
10/3/2018,6492.26,0.5277,219.97,57.36,5.62,178.38
10/4/2018,6579.79,0.5281,221.76,58.14,5.8,181.5
10/5/2018,6632.87,0.5195,227.9,58.75,5.83,183.19
10/6/2018,6589.94,0.4877,224.62,57.82,5.73,180.93
10/7/2018,6601.15,0.482,225.65,58.09,5.76,181.18
10/8/2018,6650.07,0.491,229.33,59.44,5.94,182.99
10/9/2018,6631.79,0.4805,227.49,58.68,5.92,181.22
10/10/2018,6581.07,0.464,225.26,57.82,5.92,179.83
10/11/2018,6209.47,0.3809,189.83,50.81,5.09,157.06
10/12/2018,6250.85,0.4193,195.97,53.3,5.2,159.21
10/13/2018,6267.27,0.4194,199.45,53.42,5.3,163.22
10/14/2018,6277.73,0.4064,194.99,51.94,5.2,159.22
10/15/2018,6612.36,0.4555,210.8,54.68,5.59,168.07
10/16/2018,6583.05,0.4774,210.22,53.9,5.57,165.73
10/17/2018,6574.52,0.4774,207.6,53.67,5.56,163.03
10/18/2018,6488.72,0.4619,202.49,52.35,5.46,156.83
10/19/2018,6469.28,0.4567,202.86,52.81,5.4,154.7
10/20/2018,6490.56,0.4646,205.08,53.31,5.45,157.13
10/21/2018,6509.87,0.4613,204.77,52.76,5.51,157.09
10/22/2018,6483.23,0.4575,203.6,52.12,5.46,153.66
10/23/2018,6470.22,0.4658,203.7,52.6,5.49,155.91
10/24/2018,6476.25,0.461,202.92,52.27,5.43,157.46
10/25/2018,6462.77,0.4604,201.23,52.17,5.43,157.12
10/26/2018,6457.21,0.4641,203.37,52.05,5.45,157.32
10/27/2018,6470.17,0.4587,202.79,51.9,5.42,155.09
10/28/2018,6470.74,0.462,203.72,51.79,5.44,157.42
10/29/2018,6313.91,0.443,195.67,48.71,5.15,151.12
10/30/2018,6309.11,0.4459,196.19,49.04,5.14,154.04
10/31/2018,6342.61,0.4524,197.85,49.68,5.25,153.66
11/1/2018,6381.3,0.4593,198.73,50.33,5.29,154.92
11/2/2018,6394.66,0.459,201.02,51.41,5.4,155.55
11/3/2018,6376.32,0.4558,199.47,50.82,5.32,156.4
11/4/2018,6467.05,0.4686,211.3,54.23,5.54,166.01
11/5/2018,6433.74,0.4993,209.7,53.64,5.51,164.95
11/6/2018,6479.72,0.5529,219.56,56.03,5.78,170.97
11/7/2018,6529.68,0.5381,217.99,54.06,5.67,167.52
11/8/2018,6446.06,0.4944,211.29,52.28,5.53,165.54
11/9/2018,6377.99,0.5016,209.39,51.89,5.41,160.35
11/10/2018,6396.37,0.5061,211.9,52.18,5.43,161.97
11/11/2018,6408.18,0.5069,211.7,51.12,5.49,161.12
11/12/2018,6375.08,0.5209,210.81,50.68,5.46,164.92
11/13/2018,6339.17,0.5121,206.42,49.42,5.29,163.9
11/14/2018,5741.47,0.4749,182.72,43.38,4.75,146.66
11/15/2018,5647.5,0.4839,181.53,43.96,4.76,140.74
11/16/2018,5586.27,0.4736,174.84,42.28,4.59,139.25
11/17/2018,5568.94,0.4943,174.22,41.83,4.63,135.22
11/18/2018,5615.26,0.5128,177.53,42.13,4.65,133.69
11/19/2018,4809.62,0.4776,148.22,36.27,4.13,110.6
11/20/2018,4441.81,0.4369,130.74,32.85,3.81,107.06
11/21/2018,4593.04,0.4476,136.5,34.59,3.84,115.65
11/22/2018,4320.68,0.4225,124.83,31.56,3.53,101.88
11/23/2018,4343.42,0.4089,123.37,32.05,3.66,100.65
11/24/2018,3854.11,0.3756,112.75,29,3.3,93.08
11/25/2018,4004.15,0.3782,116.75,30.84,3.4,92.65
11/26/2018,3784.59,0.359,108.87,29.5,3.24,90.76
11/27/2018,3822.99,0.3626,110.19,31.13,3.05,90.83
11/28/2018,4263.55,0.3925,122.88,34.63,3.3,100.2
11/29/2018,4286.69,0.3812,117.48,33.68,3.04,97.68
11/30/2018,4009.67,0.363,112.87,31.85,2.89,92.63
12/1/2018,4197.46,0.3737,118.5,34.12,2.97,96.11
12/2/2018,4143.86,0.3695,115.96,33.58,2.87,93.52
12/3/2018,3871.41,0.3468,108.23,30.7,2.59,84.87
12/4/2018,3948.44,0.3519,109.82,30.95,2.47,85.72
12/5/2018,3737.53,0.337,101.57,28.92,2.19,78.2
12/6/2018,3485.18,0.3074,90.43,26.53,1.85,64.79
12/7/2018,3391.56,0.3,84.81,25.71,1.74,68.47
